,Distrito,Cluster KM,Cluster HAC ,Cluster DB SP
431,"SAN MARTIN, MOYOBAMBA, CALZADA",0,2,0
432,"SAN MARTIN, MOYOBAMBA, HABANA",0,2,0
433,"SAN MARTIN, MOYOBAMBA, JEPELACIO",0,2,0
434,"SAN MARTIN, MOYOBAMBA, MOYOBAMBA",0,2,0
435,"SAN MARTIN, MOYOBAMBA, SORITOR",0,2,0
436,"SAN MARTIN, MOYOBAMBA, YANTALO",0,2,0
437,"SAN MARTIN, PICOTA, BUENOS AIRES",0,2,0
438,"SAN MARTIN, PICOTA, CASPISAPA",0,2,0
439,"SAN MARTIN, PICOTA, PICOTA",0,2,0
440,"SAN MARTIN, PICOTA, PILLUANA",0,2,0
441,"SAN MARTIN, PICOTA, PUCACACA",0,2,0
442,"SAN MARTIN, PICOTA, SAN CRISTOBAL",0,2,0
443,"SAN MARTIN, PICOTA, SAN HILARION",0,2,0
444,"SAN MARTIN, PICOTA, SHAMBOYACU",0,2,0
445,"SAN MARTIN, PICOTA, TINGO DE PONASA",0,2,0
446,"SAN MARTIN, PICOTA, TRES UNIDOS",0,2,0
447,"SAN MARTIN, RIOJA, AWAJUN",0,2,0
448,"SAN MARTIN, RIOJA, ELIAS SOPLIN VARGAS",0,2,0
449,"SAN MARTIN, RIOJA, NUEVA CAJAMARCA",0,2,0
450,"SAN MARTIN, RIOJA, PARDO MIGUEL",0,2,0
451,"SAN MARTIN, RIOJA, POSIC",0,2,0
452,"SAN MARTIN, RIOJA, RIOJA",0,2,0
453,"SAN MARTIN, RIOJA, SAN FERNANDO",0,2,0
454,"SAN MARTIN, RIOJA, YORONGOS",0,2,0
455,"SAN MARTIN, RIOJA, YURACYACU",0,2,0
456,"SAN MARTIN, SAN MARTIN, ALBERTO LEVEAU",0,2,0
457,"SAN MARTIN, SAN MARTIN, CACATACHI",0,2,0
458,"SAN MARTIN, SAN MARTIN, CHAZUTA",0,2,0
459,"SAN MARTIN, SAN MARTIN, CHIPURANA",0,2,0
460,"SAN MARTIN, SAN MARTIN, EL PORVENIR",0,2,0
461,"SAN MARTIN, SAN MARTIN, HUIMBAYOC",0,2,0
462,"SAN MARTIN, SAN MARTIN, JUAN GUERRA",0,2,0
463,"SAN MARTIN, SAN MARTIN, LA BANDA DE SHILCAYO",0,2,0
464,"SAN MARTIN, SAN MARTIN, MORALES",0,2,0
465,"SAN MARTIN, SAN MARTIN, PAPAPLAYA",0,2,0
466,"SAN MARTIN, SAN MARTIN, SAN ANTONIO",0,2,0
467,"SAN MARTIN, SAN MARTIN, SAUCE",0,2,0
468,"SAN MARTIN, SAN MARTIN, SHAPAJA",0,2,0
469,"SAN MARTIN, SAN MARTIN, TARAPOTO",0,2,0
470,"SAN MARTIN, TOCACHE, NUEVO PROGRESO",0,2,0
471,"SAN MARTIN, TOCACHE, POLVORA",0,2,0
472,"SAN MARTIN, TOCACHE, SHUNTE",0,2,0
473,"SAN MARTIN, TOCACHE, TOCACHE",0,2,0
474,"SAN MARTIN, TOCACHE, UCHIZA",0,2,0
475,"TUMBES, CONTRALMIRANTE VILLAR, CANOAS DE PUNTA SAL",5,5,0
476,"TUMBES, CONTRALMIRANTE VILLAR, CASITAS",0,2,0
477,"TUMBES, CONTRALMIRANTE VILLAR, ZORRITOS",0,2,0
478,"TUMBES, TUMBES, CORRALES",0,2,0
479,"TUMBES, TUMBES, LA CRUZ",0,2,0
480,"TUMBES, TUMBES, PAMPAS DE HOSPITAL",0,2,0
481,"TUMBES, TUMBES, SAN JACINTO",0,2,0
482,"TUMBES, TUMBES, SAN JUAN DE LA VIRGEN",0,2,0
483,"TUMBES, TUMBES, TUMBES",0,2,0
484,"TUMBES, ZARUMILLA, AGUAS VERDES",0,2,0
485,"TUMBES, ZARUMILLA, MATAPALO",5,5,0
486,"TUMBES, ZARUMILLA, PAPAYAL",0,2,0
487,"TUMBES, ZARUMILLA, ZARUMILLA",0,2,0
488,"UCAYALI, ATALAYA, RAYMONDI",0,2,0
489,"UCAYALI, ATALAYA, SEPAHUA",0,2,0
490,"UCAYALI, ATALAYA, TAHUANIA",0,2,0
491,"UCAYALI, ATALAYA, YURUA",0,2,0
492,"UCAYALI, CORONEL PORTILLO, CALLERIA",0,2,0
493,"UCAYALI, CORONEL PORTILLO, CAMPOVERDE",0,2,0
494,"UCAYALI, CORONEL PORTILLO, IPARIA",0,2,1
495,"UCAYALI, CORONEL PORTILLO, MANANTAY",0,2,0
496,"UCAYALI, CORONEL PORTILLO, MASISEA",0,2,0
497,"UCAYALI, CORONEL PORTILLO, NUEVA REQUENA",0,2,0
498,"UCAYALI, CORONEL PORTILLO, YARINACOCHA",0,2,0
499,"UCAYALI, PADRE ABAD, ALEXANDER VON HUMBOLDT",0,2,0
500,"UCAYALI, PADRE ABAD, CURIMANA",0,2,0
501,"UCAYALI, PADRE ABAD, IRAZOLA",0,2,0
502,"UCAYALI, PADRE ABAD, NESHUYA",0,2,0
503,"UCAYALI, PADRE ABAD, PADRE ABAD",0,2,0
504,"UCAYALI, PURUS, PURUS",0,2,0
